bag_id,pnr_id,flight_number,bag_weight_kg,bag_dimensions_cm,bag_type,special_handling,priority_tag,security_flag,bag_status,check_in_time,boarding_time
BAG03023,PNR01409,1362,11.7,65x50x30,Transfer,0,0,0,Checked In,2024-01-27T11:53:00,2024-01-27T13:52:00
BAG03024,PNR01409,1362,31.5,50x35x18,Fragile,0,0,0,Offloaded,2024-01-27T11:45:00,2024-01-27T13:49:00
BAG03025,PNR01412,1363,16.1,70x55x35,Priority,0,0,0,In Transit,2024-01-27T17:21:00,2024-01-27T20:47:00
BAG03026,PNR01412,1363,6.3,65x50x30,Fragile,0,1,0,Loaded,2024-01-27T19:52:00,2024-01-27T20:28:00
BAG03027,PNR01413,1363,8,70x55x35,Transfer,0,0,0,Delivered,2024-01-27T19:02:00,2024-01-27T20:17:00
BAG03028,PNR01414,1363,31,70x55x35,Gate-Check,0,0,0,Checked In,2024-01-27T17:16:00,2024-01-27T20:18:00
BAG03029,PNR01414,1363,17.9,60x45x25,Oversized,0,0,0,In Transit,2024-01-27T17:03:00,2024-01-27T20:39:00
BAG03030,PNR01414,1363,27.9,65x50x30,Priority,0,0,0,Loaded,2024-01-27T17:56:00,2024-01-27T20:23:00
BAG03031,PNR01416,1364,9.5,65x50x30,Priority,1,0,0,Checked In,2024-01-27T13:05:00,2024-01-27T13:28:00
BAG03032,PNR01416,1364,13,55x40x20,Gate-Check,0,0,0,In Transit,2024-01-27T12:34:00,2024-01-27T13:32:00
BAG03033,PNR01417,1364,12,45x30x15,Oversized,0,0,0,Delivered,2024-01-27T12:34:00,2024-01-27T13:39:00
BAG03034,PNR01417,1364,26.8,65x50x30,Carry-On,0,0,0,Loaded,2024-01-27T12:01:00,2024-01-27T13:32:00
BAG03035,PNR01417,1364,19.4,60x45x25,Checked,0,0,0,In Transit,2024-01-27T12:22:00,2024-01-27T13:53:00
BAG03036,PNR01417,1364,6.2,55x40x20,Priority,0,0,0,In Transit,2024-01-27T11:51:00,2024-01-27T13:37:00
BAG03037,PNR01417,1364,30.2,65x50x30,Checked,1,0,0,Checked In,2024-01-27T11:44:00,2024-01-27T13:51:00
BAG03038,PNR01418,1364,30.2,60x45x25,Priority,0,0,0,Loaded,2024-01-27T10:34:00,2024-01-27T13:38:00
BAG03039,PNR01419,1364,16.6,45x30x15,Transfer,0,0,0,Delivered,2024-01-27T10:40:00,2024-01-27T13:25:00
BAG03040,PNR01420,1364,24,55x40x20,Oversized,0,0,0,Delivered,2024-01-27T11:56:00,2024-01-27T13:47:00
BAG03041,PNR01420,1364,31.4,45x30x15,Transfer,0,0,0,Loaded,2024-01-27T12:01:00,2024-01-27T13:33:00
BAG03042,PNR01421,1365,31.1,60x45x25,Carry-On,0,0,0,Loaded,2024-01-27T18:53:00,2024-01-27T20:41:00
BAG03043,PNR01421,1365,11.1,70x55x35,Checked,0,0,0,Loaded,2024-01-27T19:33:00,2024-01-27T20:35:00
BAG03044,PNR01421,1365,13.3,55x40x20,Fragile,0,1,0,Loaded,2024-01-27T16:57:00,2024-01-27T20:31:00
BAG03045,PNR01421,1365,13,65x50x30,Priority,0,0,0,Checked In,2024-01-27T18:31:00,2024-01-27T20:30:00
BAG03046,PNR01422,1365,7.8,45x30x15,Checked,1,0,0,Checked In,2024-01-27T19:48:00,2024-01-27T20:41:00
BAG03047,PNR01424,1365,13.7,65x50x30,Transfer,0,1,0,Offloaded,2024-01-27T17:18:00,2024-01-27T20:28:00
BAG03048,PNR01424,1365,24.6,55x40x20,Carry-On,0,0,0,In Transit,2024-01-27T17:04:00,2024-01-27T20:12:00
BAG03049,PNR01424,1365,20.2,70x55x35,Fragile,0,0,0,Loaded,2024-01-27T17:14:00,2024-01-27T20:35:00
BAG03050,PNR01424,1365,6.8,60x45x25,Gate-Check,0,0,0,Loaded,2024-01-27T18:22:00,2024-01-27T20:15:00
BAG03051,PNR01426,1365,26.7,50x35x18,Oversized,0,0,0,In Transit,2024-01-27T17:09:00,2024-01-27T20:19:00
BAG03052,PNR01426,1365,18.7,50x35x18,Fragile,1,0,0,In Transit,2024-01-27T19:09:00,2024-01-27T20:13:00
BAG03053,PNR01426,1365,21.4,55x40x20,Carry-On,0,1,0,Delivered,2024-01-27T19:41:00,2024-01-27T20:41:00
BAG03054,PNR01426,1365,12.6,70x55x35,Carry-On,0,1,0,Loaded,2024-01-27T19:45:00,2024-01-27T20:23:00
BAG03055,PNR01427,1366,21.2,50x35x18,Checked,0,0,0,Checked In,2024-01-27T12:33:00,2024-01-27T14:36:00
BAG03056,PNR01427,1366,19.5,65x50x30,Priority,1,0,0,Loaded,2024-01-27T11:54:00,2024-01-27T14:17:00
BAG03057,PNR01428,1366,15.8,55x40x20,Gate-Check,0,0,0,Loaded,2024-01-27T12:50:00,2024-01-27T14:16:00
BAG03058,PNR01428,1366,14.2,55x40x20,Oversized,0,0,0,Loaded,2024-01-27T11:29:00,2024-01-27T14:22:00
BAG03059,PNR01429,1366,15.4,50x35x18,Oversized,0,0,0,Offloaded,2024-01-27T13:55:00,2024-01-27T14:35:00
BAG03060,PNR01430,1366,26.1,55x40x20,Carry-On,0,0,0,Delivered,2024-01-27T11:04:00,2024-01-27T14:25:00
BAG03061,PNR01430,1366,31.8,45x30x15,Gate-Check,0,0,0,Checked In,2024-01-27T11:13:00,2024-01-27T14:41:00
BAG03062,PNR01430,1366,9.9,60x45x25,Oversized,1,0,0,Offloaded,2024-01-27T12:52:00,2024-01-27T14:14:00
BAG03063,PNR01430,1366,7.1,70x55x35,Checked,0,1,0,Loaded,2024-01-27T12:04:00,2024-01-27T14:13:00
BAG03064,PNR01431,1367,16,50x35x18,Checked,0,0,0,Offloaded,2024-01-27T11:31:00,2024-01-27T14:19:00
BAG03065,PNR01431,1367,7.6,45x30x15,Priority,0,0,0,Delivered,2024-01-27T10:53:00,2024-01-27T14:24:00
BAG03066,PNR01432,1367,29.3,45x30x15,Checked,0,1,0,Offloaded,2024-01-27T11:34:00,2024-01-27T14:00:00
BAG03067,PNR01432,1367,16.6,70x55x35,Transfer,0,0,0,Offloaded,2024-01-27T11:18:00,2024-01-27T13:52:00
BAG03068,PNR01432,1367,12.9,60x45x25,Carry-On,1,0,0,Checked In,2024-01-27T13:02:00,2024-01-27T14:08:00
BAG03069,PNR01433,1367,22.2,70x55x35,Checked,0,0,0,In Transit,2024-01-27T11:20:00,2024-01-27T14:15:00
BAG03070,PNR01433,1367,14.9,70x55x35,Carry-On,0,0,0,Delivered,2024-01-27T10:56:00,2024-01-27T14:21:00
BAG03071,PNR01433,1367,31.3,70x55x35,Gate-Check,1,0,0,Loaded,2024-01-27T13:27:00,2024-01-27T14:25:00
BAG03072,PNR01433,1367,25.8,60x45x25,Gate-Check,0,0,0,Loaded,2024-01-27T13:07:00,2024-01-27T14:15:00
BAG03073,PNR01433,1367,15.2,45x30x15,Fragile,0,0,0,Delivered,2024-01-27T11:46:00,2024-01-27T14:13:00
BAG03074,PNR01436,1368,17.2,45x30x15,Checked,0,0,0,Loaded,2024-01-27T13:20:00,2024-01-27T15:38:00
BAG03075,PNR01436,1368,6.6,70x55x35,Carry-On,0,1,0,Offloaded,2024-01-27T12:12:00,2024-01-27T15:15:00
BAG03076,PNR01436,1368,23.4,45x30x15,Priority,0,0,0,Checked In,2024-01-27T14:27:00,2024-01-27T15:34:00
BAG03077,PNR01437,1368,14.6,50x35x18,Transfer,0,0,0,Delivered,2024-01-27T12:10:00,2024-01-27T15:34:00
BAG03078,PNR01438,1368,7.1,45x30x15,Gate-Check,1,0,0,Checked In,2024-01-27T12:32:00,2024-01-27T15:19:00
BAG03079,PNR01439,1368,16.3,70x55x35,Gate-Check,0,0,0,Delivered,2024-01-27T12:23:00,2024-01-27T15:29:00
BAG03080,PNR01439,1368,6.5,70x55x35,Carry-On,0,0,0,Loaded,2024-01-27T14:14:00,2024-01-27T15:48:00
BAG03081,PNR01439,1368,5.1,65x50x30,Oversized,0,1,0,Delivered,2024-01-27T13:12:00,2024-01-27T15:18:00
BAG03082,PNR01439,1368,14.9,50x35x18,Gate-Check,0,0,0,Checked In,2024-01-27T14:40:00,2024-01-27T15:35:00
BAG03083,PNR01440,1368,15.3,65x50x30,Checked,0,0,0,Loaded,2024-01-27T12:58:00,2024-01-27T15:43:00
BAG03084,PNR01440,1368,13.8,55x40x20,Priority,1,0,0,Offloaded,2024-01-27T14:39:00,2024-01-27T15:43:00
BAG03085,PNR01440,1368,19.8,60x45x25,Carry-On,1,0,0,Checked In,2024-01-27T14:19:00,2024-01-27T15:41:00
BAG03086,PNR01440,1368,24.1,70x55x35,Carry-On,0,1,0,Delivered,2024-01-27T12:21:00,2024-01-27T15:49:00
BAG03087,PNR01440,1368,6.2,65x50x30,Gate-Check,0,0,0,Delivered,2024-01-27T12:13:00,2024-01-27T15:18:00
BAG03088,PNR01441,1368,15.8,65x50x30,Gate-Check,0,1,0,Loaded,2024-01-27T12:07:00,2024-01-27T15:50:00
BAG03089,PNR01441,1368,10.7,70x55x35,Gate-Check,0,0,0,Delivered,2024-01-27T14:16:00,2024-01-27T15:43:00
BAG03090,PNR01441,1368,23.6,50x35x18,Gate-Check,0,1,0,Checked In,2024-01-27T13:16:00,2024-01-27T15:46:00
BAG03091,PNR01441,1368,20,50x35x18,Fragile,0,0,0,Offloaded,2024-01-27T14:41:00,2024-01-27T15:35:00
BAG03092,PNR01445,1369,25.5,65x50x30,Transfer,0,1,0,Delivered,2024-01-27T05:53:00,2024-01-27T08:04:00
BAG03093,PNR01445,1369,15.6,65x50x30,Fragile,0,0,0,Checked In,2024-01-27T06:11:00,2024-01-27T08:05:00
BAG03094,PNR01445,1369,9.9,50x35x18,Transfer,0,0,0,In Transit,2024-01-27T07:03:00,2024-01-27T08:01:00
BAG03095,PNR01446,1369,15.9,45x30x15,Carry-On,0,0,0,Loaded,2024-01-27T05:20:00,2024-01-27T08:06:00
BAG03096,PNR01446,1369,11.9,65x50x30,Transfer,1,0,0,Delivered,2024-01-27T04:42:00,2024-01-27T08:06:00
BAG03097,PNR01446,1369,15.6,70x55x35,Transfer,0,0,0,In Transit,2024-01-27T06:08:00,2024-01-27T08:06:00
BAG03098,PNR01447,1369,21.7,45x30x15,Oversized,1,0,0,In Transit,2024-01-27T06:36:00,2024-01-27T07:42:00
BAG03099,PNR01447,1369,29.9,65x50x30,Transfer,0,0,0,Loaded,2024-01-27T04:32:00,2024-01-27T07:58:00
BAG03100,PNR01447,1369,25.4,50x35x18,Oversized,0,0,0,Delivered,2024-01-27T06:16:00,2024-01-27T08:14:00
BAG03101,PNR01448,1369,16.8,70x55x35,Checked,0,0,0,Loaded,2024-01-27T05:44:00,2024-01-27T08:07:00
BAG03102,PNR01448,1369,30.7,65x50x30,Checked,0,0,0,In Transit,2024-01-27T06:18:00,2024-01-27T08:01:00
BAG03103,PNR01449,1369,13.2,70x55x35,Fragile,1,0,0,Loaded,2024-01-27T06:03:00,2024-01-27T08:05:00
BAG03104,PNR01450,1369,19.4,45x30x15,Carry-On,0,0,0,Loaded,2024-01-27T07:22:00,2024-01-27T08:13:00
BAG03105,PNR01451,1370,30.1,55x40x20,Transfer,0,1,0,Offloaded,2024-01-27T18:36:00,2024-01-27T19:34:00
BAG03106,PNR01451,1370,13.2,65x50x30,Gate-Check,0,0,0,Delivered,2024-01-27T18:52:00,2024-01-27T19:24:00
BAG03107,PNR01452,1370,26.8,55x40x20,Transfer,0,0,1,Delivered,2024-01-27T17:15:00,2024-01-27T19:33:00
BAG03108,PNR01452,1370,12.1,55x40x20,Checked,0,0,0,Checked In,2024-01-27T18:11:00,2024-01-27T19:44:00
BAG03109,PNR01452,1370,30.3,70x55x35,Carry-On,1,0,0,In Transit,2024-01-27T17:33:00,2024-01-27T19:20:00
BAG03110,PNR01453,1370,20.4,70x55x35,Priority,0,0,0,Delivered,2024-01-27T17:22:00,2024-01-27T19:22:00
BAG03111,PNR01453,1370,19.5,65x50x30,Priority,0,0,0,Offloaded,2024-01-27T18:19:00,2024-01-27T19:39:00
BAG03112,PNR01454,1370,17.9,60x45x25,Gate-Check,0,0,0,In Transit,2024-01-27T17:15:00,2024-01-27T19:39:00
BAG03113,PNR01454,1370,18.9,50x35x18,Oversized,0,0,0,Loaded,2024-01-27T18:52:00,2024-01-27T19:30:00
BAG03114,PNR01455,1370,23.4,70x55x35,Transfer,0,0,0,Delivered,2024-01-27T19:03:00,2024-01-27T19:22:00
BAG03115,PNR01455,1370,22.1,50x35x18,Gate-Check,0,0,1,In Transit,2024-01-27T18:40:00,2024-01-27T19:53:00
BAG03116,PNR01455,1370,26.2,50x35x18,Transfer,0,0,0,Delivered,2024-01-27T18:46:00,2024-01-27T19:36:00
BAG03117,PNR01455,1370,9.1,60x45x25,Gate-Check,0,0,0,Checked In,2024-01-27T18:45:00,2024-01-27T19:54:00
BAG03118,PNR01456,1370,23.1,55x40x20,Carry-On,0,0,0,In Transit,2024-01-27T17:23:00,2024-01-27T19:40:00
BAG03119,PNR01456,1370,24.6,65x50x30,Transfer,0,0,0,Delivered,2024-01-27T16:35:00,2024-01-27T19:45:00
BAG03120,PNR01456,1370,13.2,60x45x25,Gate-Check,0,0,0,Loaded,2024-01-27T17:01:00,2024-01-27T19:40:00
BAG03121,PNR01456,1370,20.9,45x30x15,Oversized,0,0,0,Offloaded,2024-01-27T16:54:00,2024-01-27T19:26:00
BAG03122,PNR01456,1370,15.3,50x35x18,Fragile,0,0,0,Offloaded,2024-01-27T19:04:00,2024-01-27T19:54:00
BAG03123,PNR01458,1370,22.1,50x35x18,Carry-On,0,1,0,In Transit,2024-01-27T18:49:00,2024-01-27T19:45:00
BAG03124,PNR01458,1370,15.4,55x40x20,Gate-Check,0,0,0,Offloaded,2024-01-27T18:56:00,2024-01-27T19:32:00
BAG03125,PNR01458,1370,19,45x30x15,Transfer,0,0,0,In Transit,2024-01-27T16:19:00,2024-01-27T19:44:00
BAG03126,PNR01459,1371,5.8,55x40x20,Gate-Check,0,0,0,Delivered,2024-01-27T16:50:00,2024-01-27T17:32:00
BAG03127,PNR01459,1371,6,45x30x15,Priority,1,0,0,Loaded,2024-01-27T14:53:00,2024-01-27T17:54:00
BAG03128,PNR01459,1371,19.4,45x30x15,Gate-Check,0,0,0,Delivered,2024-01-27T16:12:00,2024-01-27T17:50:00
BAG03129,PNR01459,1371,11.5,45x30x15,Carry-On,0,0,0,Checked In,2024-01-27T14:24:00,2024-01-27T17:56:00
BAG03130,PNR01459,1371,6.1,60x45x25,Carry-On,0,0,0,Checked In,2024-01-27T16:25:00,2024-01-27T17:28:00
BAG03131,PNR01460,1371,31.2,45x30x15,Checked,0,0,0,In Transit,2024-01-27T14:55:00,2024-01-27T17:46:00
BAG03132,PNR01460,1371,8.5,45x30x15,Gate-Check,0,0,0,Loaded,2024-01-27T14:35:00,2024-01-27T17:50:00
BAG03133,PNR01462,1371,29.2,45x30x15,Oversized,0,0,0,Offloaded,2024-01-27T15:29:00,2024-01-27T17:26:00
BAG03134,PNR01462,1371,8.2,60x45x25,Transfer,0,0,0,Delivered,2024-01-27T15:35:00,2024-01-27T17:32:00
BAG03135,PNR01462,1371,15.4,50x35x18,Transfer,0,0,0,Delivered,2024-01-27T16:32:00,2024-01-27T17:27:00
BAG03136,PNR01463,1371,23,70x55x35,Gate-Check,0,0,0,Checked In,2024-01-27T16:19:00,2024-01-27T17:30:00
BAG03137,PNR01463,1371,18.5,55x40x20,Checked,0,1,0,Offloaded,2024-01-27T14:47:00,2024-01-27T17:41:00
BAG03138,PNR01463,1371,26.2,55x40x20,Checked,1,0,1,Delivered,2024-01-27T15:30:00,2024-01-27T17:45:00
BAG03139,PNR01463,1371,23.1,70x55x35,Carry-On,0,0,0,Offloaded,2024-01-27T16:54:00,2024-01-27T17:49:00
BAG03140,PNR01463,1371,27.8,55x40x20,Gate-Check,1,0,0,In Transit,2024-01-27T15:59:00,2024-01-27T17:45:00
BAG03141,PNR01464,1372,25.1,55x40x20,Carry-On,0,0,0,Checked In,2024-01-27T17:29:00,2024-01-27T18:57:00
BAG03142,PNR01464,1372,23.5,60x45x25,Transfer,0,1,0,Offloaded,2024-01-27T18:11:00,2024-01-27T18:39:00
BAG03143,PNR01465,1372,17.7,45x30x15,Oversized,0,1,0,Delivered,2024-01-27T16:30:00,2024-01-27T18:46:00
BAG03144,PNR01466,1372,11.9,55x40x20,Priority,0,0,0,Delivered,2024-01-27T17:03:00,2024-01-27T18:41:00
BAG03145,PNR01466,1372,6.1,50x35x18,Transfer,1,1,0,Checked In,2024-01-27T17:14:00,2024-01-27T18:39:00
BAG03146,PNR01466,1372,20.7,45x30x15,Priority,0,0,0,Loaded,2024-01-27T17:01:00,2024-01-27T18:42:00
BAG03147,PNR01467,1372,24.4,60x45x25,Fragile,0,0,0,Checked In,2024-01-27T15:23:00,2024-01-27T18:33:00
BAG03148,PNR01467,1372,17.6,45x30x15,Fragile,0,0,0,Loaded,2024-01-27T17:02:00,2024-01-27T18:47:00
BAG03149,PNR01467,1372,11.2,50x35x18,Fragile,0,1,0,Loaded,2024-01-27T18:12:00,2024-01-27T18:49:00
BAG03150,PNR01467,1372,20.4,60x45x25,Gate-Check,0,1,0,Loaded,2024-01-27T16:19:00,2024-01-27T18:37:00
BAG03151,PNR01467,1372,8.7,60x45x25,Transfer,0,0,0,In Transit,2024-01-27T16:29:00,2024-01-27T18:38:00
BAG03152,PNR01468,1372,24.7,50x35x18,Oversized,0,0,0,Delivered,2024-01-27T15:50:00,2024-01-27T18:36:00
BAG03153,PNR01469,1372,19.8,45x30x15,Carry-On,0,0,0,Checked In,2024-01-27T15:17:00,2024-01-27T18:56:00
BAG03154,PNR01469,1372,9.5,70x55x35,Fragile,1,1,0,Checked In,2024-01-27T18:10:00,2024-01-27T18:43:00
BAG03155,PNR01469,1372,6,50x35x18,Carry-On,0,0,0,Loaded,2024-01-27T16:48:00,2024-01-27T19:00:00
BAG03156,PNR01469,1372,27.3,45x30x15,Carry-On,0,0,0,In Transit,2024-01-27T17:03:00,2024-01-27T18:49:00
BAG03157,PNR01470,1373,9.6,65x50x30,Fragile,0,0,0,Delivered,2024-01-27T17:40:00,2024-01-27T20:50:00
BAG03158,PNR01472,1373,28.3,70x55x35,Priority,0,0,0,Loaded,2024-01-27T18:17:00,2024-01-27T20:41:00
BAG03159,PNR01474,1374,7.3,65x50x30,Fragile,0,0,0,Checked In,2024-01-27T11:46:00,2024-01-27T12:44:00
BAG03160,PNR01475,1374,10.8,55x40x20,Carry-On,0,0,0,Loaded,2024-01-27T10:50:00,2024-01-27T12:51:00
BAG03161,PNR01475,1374,17.1,45x30x15,Transfer,0,0,0,Loaded,2024-01-27T11:36:00,2024-01-27T12:43:00
BAG03162,PNR01475,1374,16,60x45x25,Gate-Check,0,0,0,Loaded,2024-01-27T10:52:00,2024-01-27T12:39:00
BAG03163,PNR01475,1374,26.1,70x55x35,Gate-Check,1,0,0,Loaded,2024-01-27T10:06:00,2024-01-27T12:40:00
BAG03164,PNR01476,1374,5.5,55x40x20,Carry-On,1,0,0,Loaded,2024-01-27T10:19:00,2024-01-27T12:30:00
BAG03165,PNR01476,1374,15.3,60x45x25,Transfer,0,0,0,Offloaded,2024-01-27T10:11:00,2024-01-27T13:05:00
BAG03166,PNR01476,1374,30.2,70x55x35,Fragile,0,0,0,In Transit,2024-01-27T09:55:00,2024-01-27T12:42:00
BAG03167,PNR01476,1374,27.1,60x45x25,Oversized,1,1,0,Delivered,2024-01-27T11:40:00,2024-01-27T13:00:00
BAG03168,PNR01476,1374,26,55x40x20,Oversized,0,0,0,Delivered,2024-01-27T09:28:00,2024-01-27T12:47:00
BAG03169,PNR01478,1374,14.6,70x55x35,Oversized,0,0,0,Loaded,2024-01-27T11:41:00,2024-01-27T13:02:00
BAG03170,PNR01480,1374,18.8,50x35x18,Gate-Check,0,0,0,Checked In,2024-01-27T11:34:00,2024-01-27T12:47:00
BAG03171,PNR01480,1374,12.3,65x50x30,Oversized,0,1,0,Offloaded,2024-01-27T10:01:00,2024-01-27T13:02:00
BAG03172,PNR01480,1374,29,55x40x20,Carry-On,0,0,0,In Transit,2024-01-27T12:12:00,2024-01-27T12:35:00
BAG03173,PNR01480,1374,23.7,50x35x18,Priority,0,0,0,Loaded,2024-01-27T11:38:00,2024-01-27T12:58:00
BAG03174,PNR01481,1375,11,60x45x25,Gate-Check,0,0,0,Checked In,2024-01-27T18:27:00,2024-01-27T21:25:00
BAG03175,PNR01481,1375,24.2,55x40x20,Priority,0,0,0,In Transit,2024-01-27T19:58:00,2024-01-27T21:17:00
BAG03176,PNR01481,1375,31.7,70x55x35,Fragile,0,0,0,Delivered,2024-01-27T20:33:00,2024-01-27T21:11:00
BAG03177,PNR01481,1375,24.8,65x50x30,Gate-Check,0,0,0,Loaded,2024-01-27T19:07:00,2024-01-27T21:25:00
BAG03178,PNR01482,1375,20.5,70x55x35,Carry-On,0,0,0,In Transit,2024-01-27T19:42:00,2024-01-27T21:09:00
BAG03179,PNR01482,1375,17.2,45x30x15,Fragile,0,0,0,Checked In,2024-01-27T18:37:00,2024-01-27T21:13:00
BAG03180,PNR01482,1375,22.7,65x50x30,Transfer,0,0,0,Offloaded,2024-01-27T17:48:00,2024-01-27T21:07:00
BAG03181,PNR01482,1375,25.5,70x55x35,Gate-Check,0,1,0,Offloaded,2024-01-27T19:32:00,2024-01-27T21:17:00
BAG03182,PNR01482,1375,24.3,45x30x15,Transfer,1,1,0,In Transit,2024-01-27T20:25:00,2024-01-27T21:00:00
BAG03183,PNR01483,1375,13.8,55x40x20,Priority,1,0,0,In Transit,2024-01-27T20:19:00,2024-01-27T21:01:00
BAG03184,PNR01483,1375,19,50x35x18,Priority,0,0,0,Loaded,2024-01-27T19:26:00,2024-01-27T21:03:00
BAG03185,PNR01483,1375,7.7,50x35x18,Carry-On,0,0,0,In Transit,2024-01-27T17:46:00,2024-01-27T21:11:00
BAG03186,PNR01484,1375,27.1,45x30x15,Fragile,0,1,0,In Transit,2024-01-27T19:25:00,2024-01-27T21:15:00
BAG03187,PNR01485,1376,16.2,55x40x20,Gate-Check,0,0,0,Loaded,2024-01-27T10:00:00,2024-01-27T12:49:00
BAG03188,PNR01485,1376,32,65x50x30,Fragile,0,0,0,Loaded,2024-01-27T10:09:00,2024-01-27T12:40:00
BAG03189,PNR01487,1376,13.8,60x45x25,Priority,0,0,0,In Transit,2024-01-27T09:05:00,2024-01-27T12:47:00
BAG03190,PNR01487,1376,15.5,60x45x25,Gate-Check,0,0,0,Checked In,2024-01-27T11:02:00,2024-01-27T12:49:00
BAG03191,PNR01488,1376,21.1,60x45x25,Carry-On,1,0,0,Delivered,2024-01-27T10:04:00,2024-01-27T12:41:00
BAG03192,PNR01488,1376,6.6,50x35x18,Gate-Check,0,0,0,Offloaded,2024-01-27T10:02:00,2024-01-27T12:32:00
BAG03193,PNR01488,1376,29.1,60x45x25,Checked,0,0,0,Checked In,2024-01-27T11:29:00,2024-01-27T12:50:00
BAG03194,PNR01488,1376,31.2,50x35x18,Checked,0,0,0,Loaded,2024-01-27T10:52:00,2024-01-27T12:42:00
BAG03195,PNR01489,1376,17.1,45x30x15,Priority,1,0,0,Checked In,2024-01-27T09:46:00,2024-01-27T12:34:00
BAG03196,PNR01489,1376,7.6,45x30x15,Oversized,0,1,0,Offloaded,2024-01-27T10:28:00,2024-01-27T12:35:00
BAG03197,PNR01489,1376,20.1,45x30x15,Fragile,0,1,1,Delivered,2024-01-27T11:54:00,2024-01-27T12:32:00
BAG03198,PNR01490,1376,25.8,60x45x25,Checked,0,0,0,In Transit,2024-01-27T11:01:00,2024-01-27T12:48:00
BAG03199,PNR01490,1376,20.2,60x45x25,Checked,0,1,0,Loaded,2024-01-27T09:20:00,2024-01-27T12:18:00
BAG03200,PNR01490,1376,18,65x50x30,Oversized,0,0,0,Offloaded,2024-01-27T09:23:00,2024-01-27T12:43:00
BAG03201,PNR01490,1376,5.9,65x50x30,Priority,0,0,0,In Transit,2024-01-27T11:06:00,2024-01-27T12:17:00
BAG03202,PNR01491,1377,13,55x40x20,Gate-Check,0,1,0,Checked In,2024-01-27T06:21:00,2024-01-27T07:21:00
BAG03203,PNR01491,1377,24.1,50x35x18,Priority,0,0,0,Checked In,2024-01-27T04:37:00,2024-01-27T07:09:00
BAG03204,PNR01491,1377,10.5,55x40x20,Transfer,0,0,0,Delivered,2024-01-27T06:39:00,2024-01-27T07:29:00
BAG03205,PNR01492,1377,9.5,60x45x25,Transfer,0,0,0,Loaded,2024-01-27T05:15:00,2024-01-27T07:00:00
BAG03206,PNR01492,1377,13.3,45x30x15,Priority,0,0,0,In Transit,2024-01-27T06:37:00,2024-01-27T07:07:00
BAG03207,PNR01492,1377,22.3,50x35x18,Checked,0,1,0,Loaded,2024-01-27T04:35:00,2024-01-27T07:31:00
BAG03208,PNR01492,1377,27.7,70x55x35,Carry-On,1,0,0,Offloaded,2024-01-27T04:23:00,2024-01-27T07:06:00
BAG03209,PNR01492,1377,27.8,65x50x30,Priority,0,1,0,Offloaded,2024-01-27T06:28:00,2024-01-27T07:08:00
BAG03210,PNR01493,1377,6.5,65x50x30,Gate-Check,0,0,0,Delivered,2024-01-27T06:39:00,2024-01-27T07:27:00
BAG03211,PNR01493,1377,14.7,60x45x25,Priority,0,0,0,Checked In,2024-01-27T06:22:00,2024-01-27T07:18:00
BAG03212,PNR01493,1377,23.8,50x35x18,Gate-Check,0,0,0,Offloaded,2024-01-27T04:52:00,2024-01-27T07:34:00
BAG03213,PNR01493,1377,27.1,60x45x25,Fragile,0,0,0,In Transit,2024-01-27T03:46:00,2024-01-27T07:07:00
BAG03214,PNR01493,1377,25.4,45x30x15,Carry-On,0,0,0,In Transit,2024-01-27T05:12:00,2024-01-27T07:09:00
BAG03215,PNR01494,1378,19.3,65x50x30,Carry-On,0,0,0,Delivered,2024-01-27T10:57:00,2024-01-27T14:11:00
BAG03216,PNR01494,1378,11.4,55x40x20,Fragile,0,0,0,Offloaded,2024-01-27T13:22:00,2024-01-27T14:33:00
BAG03217,PNR01495,1378,12.2,50x35x18,Transfer,0,0,0,Checked In,2024-01-27T12:32:00,2024-01-27T14:39:00
BAG03218,PNR01495,1378,8.5,50x35x18,Oversized,0,0,0,Loaded,2024-01-27T12:06:00,2024-01-27T14:06:00
BAG03219,PNR01495,1378,11.2,70x55x35,Gate-Check,0,0,0,Checked In,2024-01-27T13:36:00,2024-01-27T14:16:00
BAG03220,PNR01495,1378,31.5,70x55x35,Fragile,0,0,0,In Transit,2024-01-27T12:41:00,2024-01-27T14:26:00
BAG03221,PNR01495,1378,19,55x40x20,Oversized,1,0,0,Loaded,2024-01-27T11:44:00,2024-01-27T14:23:00
BAG03222,PNR01498,1379,25.7,50x35x18,Priority,0,0,0,In Transit,2024-01-27T05:50:00,2024-01-27T07:02:00
BAG03223,PNR01499,1379,11,65x50x30,Gate-Check,0,0,0,Checked In,2024-01-27T05:21:00,2024-01-27T07:09:00
BAG03224,PNR01500,1379,18.6,45x30x15,Transfer,0,1,0,Checked In,2024-01-27T05:12:00,2024-01-27T07:06:00
BAG03225,PNR01500,1379,14.1,60x45x25,Carry-On,0,0,0,In Transit,2024-01-27T05:03:00,2024-01-27T07:21:00
BAG03226,PNR01501,1379,23.1,70x55x35,Carry-On,0,0,0,Checked In,2024-01-27T04:00:00,2024-01-27T07:11:00
BAG03227,PNR01502,1379,22.6,65x50x30,Oversized,0,1,0,Offloaded,2024-01-27T04:59:00,2024-01-27T07:31:00
BAG03228,PNR01503,1379,26.6,45x30x15,Oversized,0,0,0,In Transit,2024-01-27T05:49:00,2024-01-27T07:04:00
BAG03229,PNR01504,1379,12.6,50x35x18,Fragile,0,1,0,In Transit,2024-01-27T06:01:00,2024-01-27T07:21:00
