pnr_id,company_id,flight_number,scheduled_departure_date_local,passenger_count,special_service_requests,meal_preference,wheelchair_assistance,unaccompanied_minor,pet_travel,group_booking
PNR00753,UA,1192,2024-01-21,3,2,Low-Sodium,0,0,0,0
PNR00754,UA,1192,2024-01-21,6,4,Standard,0,0,0,0
PNR00755,UA,1192,2024-01-21,4,2,Standard,0,0,0,1
PNR00756,UA,1192,2024-01-21,4,3,Vegan,0,0,0,0
PNR00757,UA,1192,2024-01-21,5,4,Vegan,1,0,0,1
PNR00758,UA,1192,2024-01-21,1,0,Halal,0,0,0,0
PNR00759,UA,1193,2024-01-21,5,0,Vegetarian,0,0,0,0
PNR00760,UA,1193,2024-01-21,3,4,Vegan,1,0,0,0
PNR00761,UA,1193,2024-01-21,4,3,Vegan,1,0,0,1
PNR00762,UA,1193,2024-01-21,6,3,Diabetic,0,0,0,0
PNR00763,UA,1193,2024-01-21,3,3,Gluten-Free,0,0,0,0
PNR00764,UA,1193,2024-01-21,3,0,Gluten-Free,0,0,0,0
PNR00765,UA,1194,2024-01-21,3,1,Vegetarian,0,0,1,0
PNR00766,UA,1194,2024-01-21,4,4,Diabetic,0,0,0,0
PNR00767,UA,1194,2024-01-21,1,3,Standard,1,0,0,0
PNR00768,UA,1194,2024-01-21,1,3,Vegan,0,0,0,0
PNR00769,UA,1194,2024-01-21,1,4,Halal,0,1,0,0
PNR00770,UA,1194,2024-01-21,4,1,Low-Sodium,0,0,0,0
PNR00771,UA,1195,2024-01-21,4,0,Low-Sodium,0,0,0,0
PNR00772,UA,1195,2024-01-21,2,2,Standard,0,0,0,0
PNR00773,UA,1195,2024-01-21,4,1,Vegetarian,0,0,0,1
PNR00774,UA,1196,2024-01-21,3,3,Low-Sodium,0,0,1,0
PNR00775,UA,1196,2024-01-21,6,0,Vegan,0,0,0,0
PNR00776,UA,1196,2024-01-21,1,1,Halal,0,0,0,0
PNR00777,UA,1197,2024-01-21,1,2,Gluten-Free,0,0,0,0
PNR00778,UA,1197,2024-01-21,3,3,Vegetarian,0,0,0,0
PNR00779,UA,1197,2024-01-21,1,3,Diabetic,0,0,0,0
PNR00780,UA,1198,2024-01-21,3,2,Vegan,0,0,0,0
PNR00781,UA,1198,2024-01-21,1,0,Vegan,0,0,0,0
PNR00782,UA,1198,2024-01-21,5,2,Standard,0,0,0,1
PNR00783,UA,1198,2024-01-21,5,0,Diabetic,0,0,0,1
PNR00784,UA,1198,2024-01-21,4,4,Gluten-Free,0,0,0,0
PNR00785,UA,1198,2024-01-21,3,1,Gluten-Free,0,0,0,0
PNR00786,UA,1198,2024-01-21,2,1,Halal,0,0,0,0
PNR00787,UA,1198,2024-01-21,5,1,Halal,0,0,0,1
PNR00788,UA,1199,2024-01-21,1,4,Vegetarian,0,0,0,0
PNR00789,UA,1199,2024-01-21,4,1,Vegetarian,0,0,0,0
PNR00790,UA,1199,2024-01-21,5,2,Diabetic,0,0,0,0
PNR00791,UA,1199,2024-01-21,2,2,Vegetarian,0,0,1,0
PNR00792,UA,1199,2024-01-21,6,0,Diabetic,0,0,0,0
PNR00793,UA,1199,2024-01-21,5,2,Vegan,0,0,0,1
PNR00794,UA,1199,2024-01-21,6,2,Vegan,0,0,0,0
PNR00795,UA,1199,2024-01-21,3,2,Standard,0,0,0,0
PNR00796,UA,1200,2024-01-21,3,0,Gluten-Free,0,0,0,0
PNR00797,UA,1200,2024-01-21,5,2,Gluten-Free,0,0,0,0
PNR00798,UA,1200,2024-01-21,3,2,Vegetarian,0,0,1,0
PNR00799,UA,1210,2024-01-22,5,4,Vegan,0,0,0,0
PNR00800,UA,1210,2024-01-22,5,3,Standard,0,0,0,0
PNR00801,UA,1210,2024-01-22,1,3,Kosher,0,0,0,0
PNR00802,UA,1210,2024-01-22,4,0,Vegan,0,0,0,0
PNR00803,UA,1211,2024-01-22,2,3,Vegetarian,1,0,0,0
PNR00804,UA,1211,2024-01-22,3,4,Standard,0,0,0,0
PNR00805,UA,1211,2024-01-22,1,3,Kosher,0,1,0,0
PNR00806,UA,1212,2024-01-22,1,1,Diabetic,0,0,0,0
PNR00807,UA,1212,2024-01-22,2,0,Halal,0,0,0,0
PNR00808,UA,1212,2024-01-22,3,2,Standard,0,0,0,0
PNR00809,UA,1212,2024-01-22,1,0,Standard,0,0,0,0
PNR00810,UA,1212,2024-01-22,1,3,Standard,0,0,0,0
PNR00811,UA,1212,2024-01-22,2,4,Halal,0,0,1,0
PNR00812,UA,1213,2024-01-22,4,3,Halal,0,0,0,1
PNR00813,UA,1213,2024-01-22,1,2,Vegan,1,0,0,0
PNR00814,UA,1213,2024-01-22,1,1,Diabetic,0,0,0,0
PNR00815,UA,1213,2024-01-22,3,0,Standard,0,0,0,0
PNR00816,UA,1213,2024-01-22,4,1,Halal,0,0,0,1
PNR00817,UA,1213,2024-01-22,1,3,Vegetarian,0,1,0,0
PNR00818,UA,1213,2024-01-22,6,4,Vegan,0,0,0,0
PNR00819,UA,1213,2024-01-22,4,2,Kosher,0,0,0,0
PNR00820,UA,1214,2024-01-22,1,3,Halal,0,0,0,0
PNR00821,UA,1214,2024-01-22,2,0,Standard,0,0,0,0
PNR00822,UA,1214,2024-01-22,5,3,Vegetarian,0,0,0,0
PNR00823,UA,1214,2024-01-22,6,2,Vegetarian,0,0,0,1
PNR00824,UA,1214,2024-01-22,5,3,Gluten-Free,0,0,0,1
PNR00825,UA,1214,2024-01-22,1,4,Diabetic,0,0,0,0
PNR00826,UA,1214,2024-01-22,5,4,Halal,0,1,0,1
PNR00827,UA,1214,2024-01-22,2,2,Low-Sodium,0,0,0,0
PNR00828,UA,1215,2024-01-22,6,1,Gluten-Free,0,0,0,0
PNR00829,UA,1215,2024-01-22,6,1,Kosher,0,0,0,0
PNR00830,UA,1215,2024-01-22,2,2,Kosher,0,1,0,0
PNR00831,UA,1215,2024-01-22,3,2,Halal,1,0,0,0
PNR00832,UA,1215,2024-01-22,3,0,Gluten-Free,0,0,0,0
PNR00833,UA,1215,2024-01-22,1,3,Vegetarian,0,0,0,0
PNR00834,UA,1215,2024-01-22,3,0,Standard,0,0,0,0
PNR00835,UA,1215,2024-01-22,5,1,Standard,0,0,0,1
PNR00836,UA,1216,2024-01-22,3,1,Vegetarian,1,0,0,0
PNR00837,UA,1216,2024-01-22,4,4,Diabetic,0,0,0,0
PNR00838,UA,1216,2024-01-22,3,2,Standard,0,0,0,0
PNR00839,UA,1216,2024-01-22,2,1,Halal,0,0,0,0
PNR00840,UA,1216,2024-01-22,2,4,Diabetic,0,0,0,0
PNR00841,UA,1217,2024-01-22,3,3,Kosher,0,0,0,0
PNR00842,UA,1217,2024-01-22,1,2,Standard,1,0,0,0
PNR00843,UA,1217,2024-01-22,5,1,Kosher,0,0,0,1
PNR00844,UA,1217,2024-01-22,1,2,Halal,0,0,0,0
PNR00845,UA,1217,2024-01-22,5,0,Gluten-Free,0,0,0,0
PNR00846,UA,1217,2024-01-22,3,0,Halal,0,1,0,0
PNR00847,UA,1217,2024-01-22,4,1,Low-Sodium,0,0,0,1
PNR00848,UA,1218,2024-01-22,6,3,Halal,1,0,0,0
PNR00849,UA,1218,2024-01-22,6,1,Halal,0,0,0,0
PNR00850,UA,1218,2024-01-22,6,4,Standard,0,0,0,0
PNR00851,UA,1218,2024-01-22,2,3,Low-Sodium,0,0,0,0
PNR00852,UA,1218,2024-01-22,4,4,Diabetic,0,0,0,0
PNR00853,UA,1218,2024-01-22,2,4,Diabetic,0,0,0,0
PNR00854,UA,1219,2024-01-22,1,3,Gluten-Free,0,0,0,0
PNR00855,UA,1219,2024-01-22,1,1,Halal,0,0,0,0
PNR00856,UA,1219,2024-01-22,1,1,Kosher,0,0,0,0
PNR00857,UA,1219,2024-01-22,3,2,Standard,0,0,1,0
PNR00858,UA,1220,2024-01-22,2,0,Diabetic,0,1,0,0
PNR00859,UA,1220,2024-01-22,4,2,Standard,0,0,0,0
PNR00860,UA,1220,2024-01-22,2,1,Gluten-Free,1,0,0,0
PNR00861,UA,1220,2024-01-22,5,3,Low-Sodium,0,0,0,1
PNR00862,UA,1220,2024-01-22,4,3,Kosher,1,0,0,0
PNR00863,UA,1220,2024-01-22,1,2,Kosher,0,0,0,0
PNR00864,UA,1221,2024-01-22,5,1,Gluten-Free,0,0,0,0
PNR00865,UA,1221,2024-01-22,3,1,Vegan,0,0,0,0
PNR00866,UA,1221,2024-01-22,2,3,Gluten-Free,0,0,0,0
PNR00867,UA,1221,2024-01-22,5,3,Low-Sodium,0,0,0,0
PNR00868,UA,1221,2024-01-22,2,1,Standard,0,0,0,0
PNR00869,UA,1222,2024-01-22,2,0,Halal,0,0,0,0
PNR00870,UA,1222,2024-01-22,5,1,Standard,0,0,0,0
PNR00871,UA,1222,2024-01-22,5,4,Vegan,0,0,0,1
PNR00872,UA,1223,2024-01-22,4,4,Gluten-Free,1,0,0,0
PNR00873,UA,1223,2024-01-22,6,2,Vegetarian,0,0,0,0
PNR00874,UA,1223,2024-01-22,6,4,Vegan,0,0,0,0
PNR00875,UA,1223,2024-01-22,4,3,Gluten-Free,0,0,0,0
PNR00876,UA,1223,2024-01-22,2,3,Vegetarian,0,0,0,0
PNR00877,UA,1223,2024-01-22,1,1,Gluten-Free,0,0,1,0
PNR00878,UA,1223,2024-01-22,4,4,Gluten-Free,0,0,0,0
PNR00879,UA,1224,2024-01-22,3,3,Low-Sodium,0,0,1,0
PNR00880,UA,1224,2024-01-22,1,0,Low-Sodium,0,0,0,0
PNR00881,UA,1224,2024-01-22,2,1,Standard,1,0,0,0
PNR00882,UA,1225,2024-01-22,6,1,Halal,0,0,0,0
PNR00883,UA,1225,2024-01-22,3,4,Vegan,0,0,0,0
PNR00884,UA,1225,2024-01-22,5,4,Vegetarian,0,0,0,0
PNR00885,UA,1225,2024-01-22,2,3,Halal,0,0,0,0
PNR00886,UA,1226,2024-01-22,1,1,Vegetarian,0,0,0,0
PNR00887,UA,1226,2024-01-22,5,4,Vegan,0,0,0,0
PNR00888,UA,1226,2024-01-22,2,4,Halal,0,0,0,0
PNR00889,UA,1226,2024-01-22,1,0,Diabetic,1,0,0,0
PNR00890,UA,1226,2024-01-22,6,4,Low-Sodium,0,0,0,1
PNR00891,UA,1227,2024-01-22,6,4,Vegan,0,0,0,1
PNR00892,UA,1227,2024-01-22,3,3,Low-Sodium,0,0,0,0
PNR00893,UA,1227,2024-01-22,6,0,Vegetarian,0,0,0,0
PNR00894,UA,1227,2024-01-22,2,4,Standard,0,0,0,0
PNR00895,UA,1227,2024-01-22,2,2,Halal,0,0,0,0
PNR00896,UA,1228,2024-01-22,6,4,Low-Sodium,0,0,0,1
PNR00897,UA,1228,2024-01-22,6,4,Gluten-Free,0,0,0,0
PNR00898,UA,1228,2024-01-22,6,1,Low-Sodium,0,0,0,0
PNR00899,UA,1229,2024-01-22,4,3,Kosher,0,0,0,0
PNR00900,UA,1229,2024-01-22,1,4,Low-Sodium,0,0,1,0
PNR00901,UA,1229,2024-01-22,6,4,Halal,0,0,0,0
PNR00902,UA,1229,2024-01-22,6,4,Vegan,0,0,0,1
PNR00903,UA,1229,2024-01-22,1,1,Standard,0,0,0,0
PNR00904,UA,1229,2024-01-22,1,1,Vegetarian,0,0,0,0
PNR00905,UA,1229,2024-01-22,4,0,Vegan,0,0,0,1
PNR00906,UA,1229,2024-01-22,6,2,Standard,0,0,0,0
PNR00907,UA,1230,2024-01-22,1,2,Standard,0,0,0,0
PNR00908,UA,1230,2024-01-22,2,2,Vegan,1,0,0,0
PNR00909,UA,1230,2024-01-22,6,4,Diabetic,0,0,0,0
PNR00910,UA,1230,2024-01-22,6,0,Kosher,1,0,0,0
PNR00911,UA,1230,2024-01-22,3,0,Gluten-Free,0,0,0,0
PNR00912,UA,1230,2024-01-22,2,1,Low-Sodium,1,0,0,0
PNR00913,UA,1230,2024-01-22,3,1,Vegan,0,0,0,0
PNR00914,UA,1230,2024-01-22,3,2,Low-Sodium,0,0,0,0
PNR00915,UA,1231,2024-01-22,2,3,Standard,0,0,0,0
PNR00916,UA,1231,2024-01-22,4,3,Vegan,0,0,0,0
PNR00917,UA,1231,2024-01-22,6,1,Low-Sodium,0,0,0,0
PNR00918,UA,1231,2024-01-22,6,1,Standard,0,0,0,0
PNR00919,UA,1231,2024-01-22,5,2,Standard,1,0,0,1
PNR00920,UA,1232,2024-01-22,2,4,Kosher,1,0,0,0
PNR00921,UA,1232,2024-01-22,4,2,Halal,0,0,0,0
PNR00922,UA,1232,2024-01-22,2,1,Low-Sodium,0,0,0,0
PNR00923,UA,1240,2024-01-23,5,3,Diabetic,0,0,0,0
PNR00924,UA,1240,2024-01-23,5,0,Vegetarian,0,0,0,0
PNR00925,UA,1240,2024-01-23,4,4,Diabetic,0,0,0,0
PNR00926,UA,1240,2024-01-23,1,0,Halal,0,0,0,0
PNR00927,UA,1241,2024-01-23,4,1,Kosher,0,0,0,0
PNR00928,UA,1241,2024-01-23,1,4,Gluten-Free,0,0,0,0
PNR00929,UA,1241,2024-01-23,4,2,Low-Sodium,0,0,0,1
PNR00930,UA,1241,2024-01-23,1,0,Vegetarian,0,0,0,0
PNR00931,UA,1241,2024-01-23,5,0,Halal,0,0,0,1
PNR00932,UA,1241,2024-01-23,5,1,Diabetic,0,0,0,0
PNR00933,UA,1242,2024-01-23,3,3,Vegan,0,0,0,0
PNR00934,UA,1242,2024-01-23,6,3,Gluten-Free,0,0,0,0
PNR00935,UA,1242,2024-01-23,6,2,Diabetic,0,0,0,0
PNR00936,UA,1242,2024-01-23,2,1,Diabetic,1,1,0,0
PNR00937,UA,1242,2024-01-23,6,3,Gluten-Free,1,0,0,0
PNR00938,UA,1242,2024-01-23,6,1,Halal,0,0,0,0
PNR00939,UA,1242,2024-01-23,6,3,Halal,1,0,0,0
PNR00940,UA,1242,2024-01-23,2,2,Vegetarian,0,0,0,0
PNR00941,UA,1243,2024-01-23,1,4,Vegetarian,0,0,0,0
PNR00942,UA,1243,2024-01-23,2,0,Low-Sodium,0,0,0,0
PNR00943,UA,1243,2024-01-23,5,0,Vegetarian,0,0,0,0
PNR00944,UA,1243,2024-01-23,1,2,Vegetarian,0,0,0,0
PNR00945,UA,1244,2024-01-23,4,3,Vegan,0,0,0,0
PNR00946,UA,1244,2024-01-23,5,1,Gluten-Free,0,0,0,0
PNR00947,UA,1244,2024-01-23,1,0,Diabetic,0,0,1,0
PNR00948,UA,1244,2024-01-23,4,2,Vegan,0,0,0,0
PNR00949,UA,1244,2024-01-23,2,2,Diabetic,0,0,0,0
PNR00950,UA,1245,2024-01-23,4,4,Kosher,0,0,0,1
PNR00951,UA,1245,2024-01-23,2,3,Standard,0,0,0,0
PNR00952,UA,1245,2024-01-23,2,3,Vegan,0,0,0,0
PNR00953,UA,1245,2024-01-23,3,2,Standard,0,0,0,0
PNR00954,UA,1246,2024-01-23,3,3,Low-Sodium,0,0,0,0
PNR00955,UA,1246,2024-01-23,4,1,Diabetic,0,0,0,0
PNR00956,UA,1246,2024-01-23,5,3,Vegetarian,0,0,0,0
PNR00957,UA,1246,2024-01-23,1,3,Diabetic,0,0,0,0
PNR00958,UA,1246,2024-01-23,2,3,Vegetarian,0,0,0,0
PNR00959,UA,1246,2024-01-23,1,4,Vegan,1,0,0,0
PNR00960,UA,1246,2024-01-23,4,0,Kosher,0,0,0,1
PNR00961,UA,1246,2024-01-23,5,0,Gluten-Free,0,0,0,0
PNR00962,UA,1247,2024-01-23,6,3,Low-Sodium,0,0,0,0
PNR00963,UA,1247,2024-01-23,5,0,Diabetic,0,0,0,1
PNR00964,UA,1247,2024-01-23,6,2,Kosher,0,0,0,0
PNR00965,UA,1247,2024-01-23,2,0,Gluten-Free,1,0,0,0
PNR00966,UA,1247,2024-01-23,6,3,Gluten-Free,0,0,0,0
PNR00967,UA,1247,2024-01-23,3,4,Standard,0,0,0,0
PNR00968,UA,1248,2024-01-23,6,4,Low-Sodium,0,0,0,0
PNR00969,UA,1248,2024-01-23,5,3,Low-Sodium,0,0,0,0
PNR00970,UA,1248,2024-01-23,2,2,Diabetic,0,0,0,0
PNR00971,UA,1249,2024-01-23,4,2,Standard,0,1,0,0
PNR00972,UA,1249,2024-01-23,2,4,Vegetarian,0,0,0,0
PNR00973,UA,1249,2024-01-23,4,2,Vegan,0,0,0,1
PNR00974,UA,1249,2024-01-23,1,0,Halal,0,0,0,0
PNR00975,UA,1249,2024-01-23,2,4,Standard,1,0,0,0
PNR00976,UA,1249,2024-01-23,2,0,Gluten-Free,0,0,0,0
PNR00977,UA,1250,2024-01-23,5,1,Gluten-Free,0,0,0,1
PNR00978,UA,1250,2024-01-23,5,3,Low-Sodium,0,0,0,0
PNR00979,UA,1250,2024-01-23,1,1,Kosher,0,0,0,0
PNR00980,UA,1250,2024-01-23,6,4,Standard,0,0,0,1
PNR00981,UA,1250,2024-01-23,4,1,Kosher,0,0,0,0
PNR00982,UA,1251,2024-01-23,6,4,Halal,0,0,0,1
PNR00983,UA,1251,2024-01-23,3,2,Vegetarian,1,0,0,0
PNR00984,UA,1251,2024-01-23,2,4,Vegetarian,0,0,0,0
PNR00985,UA,1251,2024-01-23,2,4,Diabetic,1,0,0,0
PNR00986,UA,1251,2024-01-23,4,3,Vegetarian,0,0,0,1
PNR00987,UA,1251,2024-01-23,3,2,Vegan,0,0,0,0
PNR00988,UA,1252,2024-01-23,1,0,Diabetic,0,0,0,0
PNR00989,UA,1252,2024-01-23,4,4,Vegetarian,0,0,0,0
PNR00990,UA,1252,2024-01-23,2,4,Diabetic,0,0,0,0
PNR00991,UA,1252,2024-01-23,3,4,Diabetic,1,0,0,0
PNR00992,UA,1252,2024-01-23,3,4,Halal,0,0,0,0
PNR00993,UA,1252,2024-01-23,5,4,Kosher,0,0,0,1
PNR00994,UA,1253,2024-01-23,1,1,Gluten-Free,0,0,0,0
PNR00995,UA,1253,2024-01-23,4,1,Kosher,0,0,0,0
PNR00996,UA,1253,2024-01-23,6,4,Kosher,0,0,1,0
PNR00997,UA,1253,2024-01-23,4,3,Gluten-Free,0,0,0,0
PNR00998,UA,1253,2024-01-23,5,1,Vegetarian,0,0,0,0
PNR00999,UA,1253,2024-01-23,4,2,Vegetarian,0,0,1,0
PNR01000,UA,1253,2024-01-23,6,3,Vegan,0,1,0,1
PNR01001,UA,1254,2024-01-23,4,2,Diabetic,0,0,0,1
PNR01002,UA,1254,2024-01-23,1,4,Low-Sodium,0,0,1,0
PNR01003,UA,1254,2024-01-23,4,3,Vegetarian,0,0,0,0
PNR01004,UA,1254,2024-01-23,1,3,Vegetarian,0,0,0,0
PNR01005,UA,1254,2024-01-23,3,0,Vegan,0,0,0,0
PNR01006,UA,1254,2024-01-23,2,3,Low-Sodium,0,0,0,0
PNR01007,UA,1254,2024-01-23,2,2,Standard,0,0,0,0
PNR01008,UA,1254,2024-01-23,6,2,Halal,0,0,0,0
PNR01009,UA,1255,2024-01-23,3,2,Vegetarian,0,0,0,0
PNR01010,UA,1255,2024-01-23,1,0,Gluten-Free,0,0,0,0
PNR01011,UA,1255,2024-01-23,5,1,Gluten-Free,0,0,0,1
PNR01012,UA,1255,2024-01-23,1,3,Low-Sodium,0,0,0,0
PNR01013,UA,1255,2024-01-23,3,0,Diabetic,0,0,0,0
PNR01014,UA,1255,2024-01-23,4,3,Low-Sodium,0,0,0,0
PNR01015,UA,1256,2024-01-23,5,2,Vegan,0,0,0,0
PNR01016,UA,1256,2024-01-23,6,2,Gluten-Free,0,0,0,0
PNR01017,UA,1256,2024-01-23,2,3,Diabetic,0,0,0,0
PNR01018,UA,1256,2024-01-23,4,2,Halal,0,0,0,0
PNR01019,UA,1256,2024-01-23,4,4,Vegan,0,0,0,1
PNR01020,UA,1257,2024-01-23,3,0,Kosher,0,0,0,0
PNR01021,UA,1257,2024-01-23,2,2,Diabetic,0,0,0,0
PNR01022,UA,1257,2024-01-23,1,4,Halal,0,0,0,0
PNR01023,UA,1257,2024-01-23,4,0,Vegan,0,0,0,1
PNR01024,UA,1257,2024-01-23,1,0,Halal,0,0,0,0
PNR01025,UA,1257,2024-01-23,1,4,Kosher,0,0,0,0
PNR01026,UA,1270,2024-01-24,2,1,Gluten-Free,0,0,0,0
PNR01027,UA,1270,2024-01-24,5,4,Standard,0,1,0,0
PNR01028,UA,1270,2024-01-24,4,4,Halal,0,0,0,0
PNR01029,UA,1270,2024-01-24,3,1,Standard,0,0,0,0
PNR01030,UA,1270,2024-01-24,3,4,Diabetic,0,0,0,0
PNR01031,UA,1270,2024-01-24,2,4,Kosher,0,0,1,0
PNR01032,UA,1270,2024-01-24,6,2,Diabetic,1,0,0,1
PNR01033,UA,1270,2024-01-24,5,2,Diabetic,0,0,0,0
PNR01034,UA,1271,2024-01-24,5,0,Vegan,0,0,1,0
PNR01035,UA,1271,2024-01-24,4,4,Diabetic,1,1,0,0
PNR01036,UA,1271,2024-01-24,2,4,Diabetic,0,0,0,0
PNR01037,UA,1271,2024-01-24,6,2,Diabetic,0,0,0,0
PNR01038,UA,1271,2024-01-24,4,4,Halal,1,0,0,0
PNR01039,UA,1271,2024-01-24,6,0,Vegan,1,0,0,0
PNR01040,UA,1271,2024-01-24,1,3,Diabetic,0,0,0,0
PNR01041,UA,1272,2024-01-24,1,0,Gluten-Free,1,0,0,0
PNR01042,UA,1272,2024-01-24,6,3,Vegan,0,0,0,0
PNR01043,UA,1272,2024-01-24,6,4,Vegan,0,0,0,1
PNR01044,UA,1272,2024-01-24,5,1,Kosher,0,0,0,0
PNR01045,UA,1272,2024-01-24,3,3,Low-Sodium,0,0,0,0
PNR01046,UA,1272,2024-01-24,6,4,Vegetarian,0,0,0,0
PNR01047,UA,1272,2024-01-24,1,2,Vegetarian,1,0,0,0
PNR01048,UA,1273,2024-01-24,1,4,Diabetic,0,0,0,0
PNR01049,UA,1273,2024-01-24,1,4,Vegetarian,0,0,0,0
PNR01050,UA,1273,2024-01-24,4,4,Diabetic,1,0,0,0
PNR01051,UA,1273,2024-01-24,2,4,Diabetic,0,0,0,0
PNR01052,UA,1273,2024-01-24,6,4,Diabetic,0,0,0,0
PNR01053,UA,1273,2024-01-24,3,1,Halal,0,0,0,0
PNR01054,UA,1273,2024-01-24,2,0,Diabetic,0,0,0,0
PNR01055,UA,1273,2024-01-24,6,4,Halal,0,0,0,0
PNR01056,UA,1274,2024-01-24,5,1,Kosher,0,0,0,1
PNR01057,UA,1274,2024-01-24,1,0,Diabetic,0,0,0,0
PNR01058,UA,1274,2024-01-24,4,0,Diabetic,0,0,0,1
PNR01059,UA,1274,2024-01-24,1,4,Gluten-Free,0,0,0,0
PNR01060,UA,1274,2024-01-24,5,2,Vegan,0,0,0,1
PNR01061,UA,1274,2024-01-24,1,2,Diabetic,0,0,0,0
PNR01062,UA,1275,2024-01-24,4,0,Halal,0,0,0,1
PNR01063,UA,1275,2024-01-24,6,4,Vegetarian,0,0,0,0
PNR01064,UA,1275,2024-01-24,1,0,Low-Sodium,0,0,0,0
PNR01065,UA,1276,2024-01-24,4,1,Vegetarian,1,0,0,0
PNR01066,UA,1276,2024-01-24,5,1,Halal,0,0,0,0
PNR01067,UA,1276,2024-01-24,3,2,Vegetarian,0,0,0,0
PNR01068,UA,1276,2024-01-24,1,3,Halal,0,0,0,0
PNR01069,UA,1276,2024-01-24,1,0,Vegetarian,0,0,0,0
PNR01070,UA,1277,2024-01-24,4,4,Gluten-Free,1,0,0,0
PNR01071,UA,1277,2024-01-24,2,2,Kosher,0,0,0,0
PNR01072,UA,1277,2024-01-24,5,4,Standard,0,0,0,1
PNR01073,UA,1278,2024-01-24,4,2,Standard,0,0,0,0
PNR01074,UA,1278,2024-01-24,5,3,Halal,0,0,0,0
PNR01075,UA,1278,2024-01-24,5,0,Gluten-Free,0,0,0,0
PNR01076,UA,1279,2024-01-24,2,2,Low-Sodium,0,0,0,0
PNR01077,UA,1279,2024-01-24,6,3,Vegan,0,0,1,1
PNR01078,UA,1279,2024-01-24,3,0,Kosher,0,0,0,0
PNR01079,UA,1279,2024-01-24,3,1,Low-Sodium,0,0,0,0
PNR01080,UA,1279,2024-01-24,5,4,Kosher,0,0,0,1
PNR01081,UA,1280,2024-01-24,1,1,Diabetic,0,0,1,0
PNR01082,UA,1280,2024-01-24,6,0,Vegetarian,0,0,0,0
PNR01083,UA,1280,2024-01-24,5,4,Low-Sodium,0,0,0,0
PNR01084,UA,1281,2024-01-24,2,2,Standard,0,0,0,0
PNR01085,UA,1281,2024-01-24,3,3,Vegetarian,0,0,0,0
PNR01086,UA,1281,2024-01-24,4,4,Vegan,0,0,0,0
PNR01087,UA,1282,2024-01-24,2,1,Halal,0,0,0,0
PNR01088,UA,1282,2024-01-24,5,3,Halal,0,0,0,1
PNR01089,UA,1282,2024-01-24,1,3,Vegetarian,0,0,0,0
PNR01090,UA,1282,2024-01-24,5,3,Diabetic,0,0,0,0
PNR01091,UA,1282,2024-01-24,4,1,Diabetic,0,0,0,0
PNR01092,UA,1282,2024-01-24,2,3,Kosher,0,0,0,0
PNR01093,UA,1283,2024-01-24,1,4,Gluten-Free,1,0,0,0
PNR01094,UA,1283,2024-01-24,5,1,Vegetarian,1,0,0,1
PNR01095,UA,1283,2024-01-24,1,0,Vegetarian,0,0,0,0
PNR01096,UA,1283,2024-01-24,1,2,Standard,0,0,0,0
PNR01097,UA,1284,2024-01-24,6,2,Vegetarian,0,0,0,0
PNR01098,UA,1284,2024-01-24,1,0,Low-Sodium,0,0,0,0
PNR01099,UA,1284,2024-01-24,1,0,Vegan,0,0,0,0
PNR01100,UA,1284,2024-01-24,2,4,Gluten-Free,0,0,0,0
PNR01101,UA,1284,2024-01-24,3,0,Vegetarian,0,0,0,0
PNR01102,UA,1285,2024-01-24,1,2,Vegetarian,0,0,0,0
PNR01103,UA,1285,2024-01-24,5,2,Kosher,0,0,0,1
PNR01104,UA,1285,2024-01-24,6,0,Gluten-Free,0,1,0,1
PNR01105,UA,1285,2024-01-24,5,2,Kosher,0,0,0,0
PNR01106,UA,1285,2024-01-24,2,3,Vegetarian,0,0,0,0
PNR01107,UA,1285,2024-01-24,5,3,Gluten-Free,0,0,1,0
PNR01108,UA,1286,2024-01-24,3,1,Kosher,0,0,0,0
PNR01109,UA,1286,2024-01-24,6,3,Standard,0,0,0,0
PNR01110,UA,1286,2024-01-24,2,4,Low-Sodium,0,0,0,0
PNR01111,UA,1286,2024-01-24,5,4,Standard,0,0,0,0
PNR01112,UA,1286,2024-01-24,2,4,Vegan,0,0,0,0
PNR01113,UA,1287,2024-01-24,5,3,Standard,1,0,0,1
PNR01114,UA,1287,2024-01-24,2,3,Gluten-Free,0,0,0,0
PNR01115,UA,1287,2024-01-24,3,4,Low-Sodium,0,0,0,0
PNR01116,UA,1288,2024-01-24,2,1,Halal,0,0,0,0
PNR01117,UA,1288,2024-01-24,5,4,Diabetic,1,0,0,0
PNR01118,UA,1288,2024-01-24,6,3,Diabetic,1,0,0,0
PNR01119,UA,1288,2024-01-24,4,3,Standard,0,0,0,0
PNR01120,UA,1288,2024-01-24,2,0,Kosher,0,0,0,0
PNR01121,UA,1289,2024-01-24,5,3,Halal,0,0,0,0
PNR01122,UA,1289,2024-01-24,2,2,Gluten-Free,1,0,0,0
PNR01123,UA,1289,2024-01-24,5,0,Low-Sodium,0,0,0,1
PNR01124,UA,1289,2024-01-24,2,4,Vegetarian,0,1,0,0
PNR01125,UA,1289,2024-01-24,3,0,Halal,0,0,0,0
PNR01126,UA,1289,2024-01-24,1,4,Kosher,1,0,0,0
PNR01127,UA,1289,2024-01-24,3,1,Diabetic,0,0,0,0
PNR01128,UA,1289,2024-01-24,6,2,Vegetarian,0,0,1,1
PNR01129,UA,1290,2024-01-24,3,3,Standard,0,0,0,0
